,idnum,state,zip,region,typebldg,floor,room,basement,county,Uppm,log_radon
27,5108.0,MN,55303,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,1.9600947840472700
28,5109.0,MN,55303,3.0,1.0,0.0,7.0,Y,ANOKA,0.428565,2.0541237336955500
29,5110.0,MN,55303,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,1.667706820558080
30,5111.0,MN,55303,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,1.5260563034950500
31,5112.0,MN,55303,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,1.5040773967762700
32,5113.0,MN,55303,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,1.0647107369924300
33,5114.0,MN,55303,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,2.1041341542702100
34,5115.0,MN,55303,3.0,0.0,0.0,0.0, ,ANOKA,0.428565,0.5306282510621710
35,5116.0,MN,55304,3.0,1.0,0.0,0.0,Y,ANOKA,0.428565,1.4586150226995200
36,5117.0,MN,55304,3.0,0.0,0.0,0.0, ,ANOKA,0.428565,1.7047480922384300
37,5118.0,MN,55304,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,1.410986973710260
38,5119.0,MN,55304,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,0.8754687373539000
39,5120.0,MN,55304,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,1.0986122886681100
40,5121.0,MN,55304,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,0.4054651081081640
41,5122.0,MN,55304,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,1.2237754316221200
42,5123.0,MN,55304,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,1.0986122886681100
43,5124.0,MN,55304,3.0,1.0,1.0,3.0,Y,ANOKA,0.428565,0.6418538861723950
44,5125.0,MN,55304,3.0,1.0,1.0,3.0,N,ANOKA,0.428565,-1.203972804325940
45,5126.0,MN,55421,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,0.9162907318741550
46,5127.0,MN,55421,3.0,5.0,1.0,3.0,N,ANOKA,0.428565,0.1823215567939550
47,5128.0,MN,55432,3.0,1.0,0.0,7.0,Y,ANOKA,0.428565,0.8329091229351040
48,5129.0,MN,55432,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,-0.35667494393873200
49,5130.0,MN,55432,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,0.5877866649021190
50,5131.0,MN,55433,3.0,0.0,0.0,0.0, ,ANOKA,0.428565,1.0986122886681100
51,5132.0,MN,55433,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,0.8329091229351040
52,5133.0,MN,55434,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,0.5877866649021190
53,5134.0,MN,55434,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,0.4054651081081640
54,5135.0,MN,55434,3.0,1.0,0.0,2.0,Y,ANOKA,0.428565,0.6931471805599450
55,5136.0,MN,55434,3.0,1.0,0.0,4.0,Y,ANOKA,0.428565,0.6418538861723950
56,5137.0,MN,56501,2.0,1.0,1.0,3.0,Y,BECKER,0.892741,0.26236426446749100
57,5138.0,MN,56501,2.0,1.0,0.0,2.0,Y,BECKER,0.892741,1.4816045409242200
58,5139.0,MN,56544,2.0,1.0,1.0,3.0,N,BECKER,0.892741,1.5260563034950500
59,5140.0,MN,56601,2.0,1.0,0.0,4.0,Y,BELTRAMI,0.5524720000000000,1.856297990365630
60,5141.0,MN,56601,2.0,1.0,0.0,2.0,Y,BELTRAMI,0.5524720000000000,1.5475625087160100
61,5142.0,MN,56601,2.0,1.0,0.0,4.0,Y,BELTRAMI,0.5524720000000000,1.7578579175523700
62,5143.0,MN,56647,2.0,1.0,1.0,3.0,Y,BELTRAMI,0.5524720000000000,0.8329091229351040
63,5144.0,MN,56676,2.0,1.0,1.0,3.0,N,BELTRAMI,0.5524720000000000,-0.6931471805599450
64,5145.0,MN,56683,2.0,1.0,1.0,1.0,N,BELTRAMI,0.5524720000000000,1.5475625087160100
65,5146.0,MN,56727,2.0,1.0,1.0,7.0,Y,BELTRAMI,0.5524720000000000,1.5040773967762700
66,5147.0,MN,56329,5.0,1.0,0.0,2.0,Y,BENTON,0.866849,1.9021075263969200
67,5148.0,MN,56379,5.0,1.0,0.0,4.0,Y,BENTON,0.866849,1.0296194171811600
68,5149.0,MN,56379,5.0,1.0,1.0,3.0,N,BENTON,0.866849,1.0986122886681100
69,5150.0,MN,56379,5.0,1.0,0.0,4.0,Y,BENTON,0.866849,1.0986122886681100
70,5151.0,MN,56225,5.0,1.0,0.0,4.0,Y,BIG STONE,1.47264,1.9878743481543500
71,5152.0,MN,56225,5.0,1.0,0.0,4.0,Y,BIG STONE,1.47264,1.62924053973028
72,5153.0,MN,56225,5.0,1.0,0.0,5.0,Y,BIG STONE,1.47264,0.9932517730102830
73,5154.0,MN,56001,4.0,1.0,0.0,7.0,Y,BLUE EARTH,1.31208,1.62924053973028
74,5155.0,MN,56001,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,2.5726122302071100
75,5156.0,MN,56001,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,1.9878743481543500
76,5157.0,MN,56001,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,1.9315214116032100
77,5158.0,MN,56001,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,2.5572273113676300
78,5159.0,MN,56001,4.0,2.0,1.0,3.0,Y,BLUE EARTH,1.31208,1.7749523509116700
79,5160.0,MN,56001,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,2.2617630984737900
80,5161.0,MN,56001,4.0,1.0,0.0,7.0,Y,BLUE EARTH,1.31208,1.8082887711792700
81,5162.0,MN,56001,4.0,1.0,0.0,7.0,Y,BLUE EARTH,1.31208,1.3609765531356000
82,5163.0,MN,56001,4.0,1.0,1.0,3.0,Y,BLUE EARTH,1.31208,2.667228206581960
83,5164.0,MN,56010,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,0.6418538861723950
84,5165.0,MN,56055,4.0,1.0,0.0,2.0,Y,BLUE EARTH,1.31208,1.9459101490553100
85,5166.0,MN,56055,4.0,1.0,0.0,0.0, ,BLUE EARTH,1.31208,1.5686159179138500
86,5167.0,MN,56055,4.0,1.0,0.0,4.0,Y,BLUE EARTH,1.31208,2.2617630984737900
87,5168.0,MN,56073,4.0,1.0,1.0,0.0,Y,BROWN,1.3199300000000000,0.9555114450274360
88,5169.0,MN,56073,4.0,1.0,0.0,4.0,Y,BROWN,1.3199300000000000,1.916922612182060
89,5170.0,MN,56073,4.0,1.0,1.0,3.0,Y,BROWN,1.3199300000000000,1.410986973710260
90,5171.0,MN,56073,4.0,1.0,0.0,2.0,Y,BROWN,1.3199300000000000,2.322387720290230
91,5172.0,MN,55720,5.0,1.0,0.0,1.0,Y,CARLTON,0.7172610000000000,0.8329091229351040
92,5173.0,MN,55720,5.0,1.0,0.0,0.0,Y,CARLTON,0.7172610000000000,0.6418538861723950
93,5174.0,MN,55720,5.0,1.0,0.0,2.0,Y,CARLTON,0.7172610000000000,1.252762968495370
94,5175.0,MN,55720,5.0,1.0,1.0,7.0,Y,CARLTON,0.7172610000000000,1.7404661748405000
95,5176.0,MN,55720,5.0,1.0,0.0,4.0,Y,CARLTON,0.7172610000000000,1.4816045409242200
96,5177.0,MN,55720,5.0,1.0,0.0,2.0,Y,CARLTON,0.7172610000000000,1.3862943611198900
97,5178.0,MN,55733,5.0,1.0,0.0,2.0,Y,CARLTON,0.7172610000000000,0.336472236621213
98,5179.0,MN,55733,5.0,1.0,0.0,2.0,Y,CARLTON,0.7172610000000000,1.4586150226995200
99,5180.0,MN,55757,5.0,1.0,0.0,4.0,Y,CARLTON,0.7172610000000000,-0.10536051565782600
100,5181.0,MN,55797,5.0,1.0,0.0,4.0,Y,CARLTON,0.7172610000000000,0.7419373447293770
101,5182.0,MN,55318,5.0,1.0,0.0,4.0,Y,CARVER,1.10061,0.5306282510621710
102,5183.0,MN,55318,5.0,1.0,0.0,4.0,Y,CARVER,1.10061,2.5649493574615400
103,5184.0,MN,55318,5.0,1.0,1.0,1.0,Y,CARVER,1.10061,2.6946271807700700
104,5185.0,MN,55368,5.0,1.0,1.0,7.0,Y,CARVER,1.10061,1.5686159179138500
105,5186.0,MN,55388,5.0,1.0,0.0,4.0,Y,CARVER,1.10061,2.272125885509340
106,5187.0,MN,55388,5.0,1.0,1.0,3.0,Y,CARVER,1.10061,-2.3025850929940500
107,5188.0,MN,56401,2.0,1.0,0.0,4.0,Y,CASS,0.544319,1.3350010667323400
108,5189.0,MN,56433,2.0,1.0,0.0,4.0,Y,CASS,0.544319,2.0149030205422600
109,5190.0,MN,56452,2.0,1.0,0.0,2.0,Y,CASS,0.544319,0.6931471805599450
110,5191.0,MN,56473,2.0,1.0,0.0,7.0,Y,CASS,0.544319,1.6863989535702300
111,5192.0,MN,56474,2.0,1.0,0.0,4.0,Y,CASS,0.544319,1.410986973710260
112,5193.0,MN,56222,5.0,1.0,0.0,2.0,Y,CHIPPEWA,1.3148,2.0541237336955500
113,5194.0,MN,56265,5.0,1.0,0.0,2.0,Y,CHIPPEWA,1.3148,0.4054651081081640
114,5195.0,MN,56265,5.0,1.0,0.0,2.0,Y,CHIPPEWA,1.3148,2.312535423847210
115,5196.0,MN,56265,5.0,1.0,0.0,4.0,Y,CHIPPEWA,1.3148,2.2512917986065000
116,5197.0,MN,55025,5.0,1.0,0.0,4.0,Y,CHISAGO,0.47935200000000000,-0.10536051565782600
117,5198.0,MN,55032,5.0,1.0,0.0,2.0,Y,CHISAGO,0.47935200000000000,1.5040773967762700
118,5199.0,MN,55045,5.0,1.0,0.0,4.0,Y,CHISAGO,0.47935200000000000,1.62924053973028
119,5200.0,MN,55045,5.0,1.0,0.0,2.0,Y,CHISAGO,0.47935200000000000,0.7884573603642700
120,5201.0,MN,55056,5.0,1.0,0.0,4.0,Y,CHISAGO,0.47935200000000000,0.5877866649021190
121,5202.0,MN,55092,5.0,1.0,0.0,2.0,Y,CHISAGO,0.47935200000000000,2.1041341542702100
122,5203.0,MN,56514,2.0,0.0,1.0,0.0, ,CLAY,1.4102700000000000,0.0
123,5204.0,MN,56514,2.0,1.0,0.0,2.0,Y,CLAY,1.4102700000000000,2.5649493574615400
124,5205.0,MN,56529,2.0,1.0,0.0,4.0,Y,CLAY,1.4102700000000000,0.9932517730102830
125,5206.0,MN,56547,2.0,1.0,1.0,3.0, ,CLAY,1.4102700000000000,1.2809338454620600
126,5207.0,MN,56549,2.0,1.0,0.0,4.0,Y,CLAY,1.4102700000000000,3.2846635654062000
127,5208.0,MN,56549,2.0,0.0,0.0,0.0, ,CLAY,1.4102700000000000,0.47000362924573600
128,5209.0,MN,56560,2.0,1.0,0.0,2.0,Y,CLAY,1.4102700000000000,2.5726122302071100
129,5210.0,MN,56560,2.0,1.0,0.0,4.0,Y,CLAY,1.4102700000000000,2.186051276738090
130,5211.0,MN,56560,2.0,1.0,0.0,4.0,Y,CLAY,1.4102700000000000,2.975529566236470
131,5212.0,MN,56560,2.0,1.0,1.0,3.0,N,CLAY,1.4102700000000000,0.9555114450274360
132,5213.0,MN,56560,2.0,1.0,0.0,2.0,Y,CLAY,1.4102700000000000,2.2082744135228000
133,5214.0,MN,56560,2.0,1.0,0.0,7.0,Y,CLAY,1.4102700000000000,2.580216829592330
134,5215.0,MN,56560,2.0,2.0,0.0,4.0,Y,CLAY,1.4102700000000000,1.308332819650180
135,5216.0,MN,56560,2.0,0.0,1.0,0.0, ,CLAY,1.4102700000000000,1.9459101490553100
136,5217.0,MN,56621,2.0,1.0,1.0,3.0,N,CLEARWATER,0.941896,1.5892352051165800
137,5218.0,MN,56621,2.0,1.0,0.0,4.0,Y,CLEARWATER,0.941896,1.252762968495370
138,5219.0,MN,56621,2.0,3.0,1.0,7.0,N,CLEARWATER,0.941896,0.0
139,5220.0,MN,56621,2.0,1.0,0.0,2.0,Y,CLEARWATER,0.941896,1.252762968495370
140,5221.0,MN,55612,1.0,1.0,0.0,4.0,Y,COOK,0.603508,1.0296194171811600
141,5222.0,MN,55615,1.0,1.0,0.0,4.0,Y,COOK,0.603508,0.4054651081081640
142,5223.0,MN,56101,5.0,1.0,0.0,4.0,Y,COTTONWOOD,1.4043300000000000,1.9315214116032100
143,5224.0,MN,56137,5.0,1.0,1.0,3.0,Y,COTTONWOOD,1.4043300000000000,2.4159137783010500
144,5225.0,MN,56174,5.0,1.0,1.0,3.0,Y,COTTONWOOD,1.4043300000000000,-2.3025850929940500
145,5226.0,MN,56183,5.0,1.0,1.0,3.0,Y,COTTONWOOD,1.4043300000000000,0.9555114450274360
146,5227.0,MN,56364,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,0.6418538861723950
147,5228.0,MN,56401,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,0.5306282510621710
148,5229.0,MN,56401,2.0,1.0,1.0,2.0, ,CROW WING,0.5307890000000000,0.09531017980432490
149,5230.0,MN,56401,2.0,1.0,0.0,1.0,Y,CROW WING,0.5307890000000000,0.0
150,5231.0,MN,56431,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,1.0986122886681100
151,5232.0,MN,56441,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,1.5040773967762700
152,5233.0,MN,56441,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,0.47000362924573600
153,5234.0,MN,56442,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,1.4350845252893200
154,5235.0,MN,56450,2.0,1.0,1.0,0.0,N,CROW WING,0.5307890000000000,0.9555114450274360
155,5236.0,MN,56468,2.0,1.0,1.0,3.0,Y,CROW WING,0.5307890000000000,1.916922612182060
156,5237.0,MN,56472,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,1.4816045409242200
157,5238.0,MN,56472,2.0,1.0,0.0,4.0,Y,CROW WING,0.5307890000000000,1.7227665977411000
158,5239.0,MN,55024,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.308332819650180
159,5240.0,MN,55024,3.0,1.0,0.0,7.0,Y,DAKOTA,0.976144,1.0647107369924300
160,5241.0,MN,55024,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,2.6878474937846900
161,5242.0,MN,55024,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.916922612182060
162,5243.0,MN,55033,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,2.0918640616783900
163,5244.0,MN,55033,3.0,1.0,0.0,0.0,Y,DAKOTA,0.976144,0.9932517730102830
164,5245.0,MN,55033,3.0,1.0,1.0,3.0,Y,DAKOTA,0.976144,1.0647107369924300
165,5246.0,MN,55033,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.5040773967762700
166,5247.0,MN,55033,3.0,1.0,1.0,2.0, ,DAKOTA,0.976144,0.5877866649021190
167,5248.0,MN,55033,3.0,1.0,0.0,5.0,Y,DAKOTA,0.976144,0.7419373447293770
168,5249.0,MN,55033,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.7419373447293770
169,5250.0,MN,55033,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.47000362924573600
170,5251.0,MN,55033,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,2.272125885509340
171,5252.0,MN,55033,3.0,2.0,0.0,4.0,Y,DAKOTA,0.976144,2.1041341542702100
172,5253.0,MN,55033,3.0,1.0,0.0,7.0,Y,DAKOTA,0.976144,1.2809338454620600
173,5254.0,MN,55044,3.0,5.0,1.0,3.0,N,DAKOTA,0.976144,-0.10536051565782600
174,5255.0,MN,55044,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.6486586255873800
175,5256.0,MN,55044,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.1939224684724300
176,5257.0,MN,55044,3.0,0.0,0.0,0.0, ,DAKOTA,0.976144,2.388762789235100
177,5258.0,MN,55057,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,2.116255514802550
178,5259.0,MN,55057,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.856297990365630
179,5260.0,MN,55068,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.5892352051165800
180,5261.0,MN,55068,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.8082887711792700
181,5262.0,MN,55068,3.0,1.0,0.0,1.0,Y,DAKOTA,0.976144,0.1823215567939550
182,5263.0,MN,55068,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,2.1747517214841600
183,5264.0,MN,55068,3.0,1.0,0.0,1.0,Y,DAKOTA,0.976144,2.186051276738090
184,5265.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.9315214116032100
185,5266.0,MN,55075,3.0,0.0,0.0,0.0, ,DAKOTA,0.976144,0.8754687373539000
186,5267.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,0.5306282510621710
187,5268.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.0647107369924300
188,5269.0,MN,55075,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.8870696490323800
189,5270.0,MN,55075,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.5877866649021190
190,5271.0,MN,55075,3.0,0.0,0.0,0.0, ,DAKOTA,0.976144,1.5475625087160100
191,5272.0,MN,55075,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.2237754316221200
192,5273.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.5040773967762700
193,5274.0,MN,55075,3.0,1.0,0.0,7.0,Y,DAKOTA,0.976144,3.0587070727153800
194,5275.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,2.2192034840549900
195,5276.0,MN,55075,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.0
196,5277.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.6094379124341000
197,5278.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.62924053973028
198,5279.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,0.1823215567939550
199,5280.0,MN,55075,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,2.0412203288596400
200,5281.0,MN,55075,3.0,2.0,0.0,1.0,Y,DAKOTA,0.976144,1.7047480922384300
201,5282.0,MN,55075,3.0,1.0,0.0,4.0, ,DAKOTA,0.976144,1.308332819650180
202,5283.0,MN,55075,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.6094379124341000
203,5284.0,MN,55118,3.0,1.0,0.0,7.0,Y,DAKOTA,0.976144,1.5686159179138500
204,5285.0,MN,55122,3.0,1.0,0.0,1.0,Y,DAKOTA,0.976144,0.4054651081081640
205,5286.0,MN,55122,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.252762968495370
206,5287.0,MN,55122,3.0,1.0,0.0,7.0,Y,DAKOTA,0.976144,1.4586150226995200
207,5288.0,MN,55122,3.0,1.0,0.0,1.0,Y,DAKOTA,0.976144,0.9555114450274360
208,5289.0,MN,55123,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.4054651081081640
209,5290.0,MN,55123,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.4054651081081640
210,5291.0,MN,55123,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,0.6931471805599450
211,5292.0,MN,55124,3.0,1.0,0.0,2.0,N,DAKOTA,0.976144,1.5892352051165800
212,5293.0,MN,55124,3.0,1.0,1.0,1.0,Y,DAKOTA,0.976144,0.4054651081081640
213,5294.0,MN,55124,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.3609765531356000
214,5295.0,MN,55337,3.0,1.0,0.0,1.0,Y,DAKOTA,0.976144,2.186051276738090
215,5296.0,MN,55337,3.0,1.0,0.0,4.0,Y,DAKOTA,0.976144,1.4816045409242200
216,5297.0,MN,55337,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.5040773967762700
217,5298.0,MN,55337,3.0,1.0,0.0,0.0,Y,DAKOTA,0.976144,1.5260563034950500
218,5299.0,MN,55337,3.0,1.0,0.0,3.0,Y,DAKOTA,0.976144,0.8329091229351040
219,5300.0,MN,55337,3.0,2.0,0.0,2.0,Y,DAKOTA,0.976144,-0.5108256237659910
220,5301.0,MN,55337,3.0,1.0,0.0,2.0,Y,DAKOTA,0.976144,1.7749523509116700
221,5302.0,MN,55940,4.0,1.0,0.0,4.0,Y,DODGE,1.3019400000000000,1.7047480922384300
222,5303.0,MN,55944,4.0,1.0,0.0,4.0,Y,DODGE,1.3019400000000000,1.9878743481543500
223,5304.0,MN,55944,4.0,1.0,0.0,4.0,Y,DODGE,1.3019400000000000,1.7578579175523700
224,5305.0,MN,56308,5.0,1.0,0.0,2.0,Y,DOUGLAS,1.16849,2.0149030205422600
225,5306.0,MN,56308,5.0,1.0,0.0,2.0,Y,DOUGLAS,1.16849,1.5892352051165800
226,5307.0,MN,56308,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,1.9315214116032100
227,5308.0,MN,56308,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,1.8718021769015900
228,5309.0,MN,56308,5.0,1.0,1.0,3.0,N,DOUGLAS,1.16849,1.3350010667323400
229,5310.0,MN,56319,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,1.7227665977411000
230,5311.0,MN,56326,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,2.0668627594729800
231,5312.0,MN,56332,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,1.5040773967762700
232,5313.0,MN,56360,5.0,1.0,0.0,4.0,Y,DOUGLAS,1.16849,1.0296194171811600
233,5314.0,MN,56013,4.0,1.0,0.0,4.0,Y,FARIBAULT,1.3431600000000000,1.252762968495370
234,5315.0,MN,56013,4.0,1.0,0.0,4.0,Y,FARIBAULT,1.3431600000000000,1.4586150226995200
235,5316.0,MN,56023,4.0,1.0,0.0,2.0,Y,FARIBAULT,1.3431600000000000,0.8754687373539000
236,5317.0,MN,56097,4.0,1.0,1.0,7.0,Y,FARIBAULT,1.3431600000000000,0.336472236621213
237,5318.0,MN,56097,4.0,1.0,0.0,0.0,Y,FARIBAULT,1.3431600000000000,1.667706820558080
238,5319.0,MN,56097,4.0,1.0,0.0,7.0,Y,FARIBAULT,1.3431600000000000,-1.6094379124341000
239,5320.0,MN,55962,4.0,1.0,1.0,3.0,Y,FILLMORE,1.51424,0.9555114450274360
240,5321.0,MN,55971,4.0,1.0,0.0,4.0,Y,FILLMORE,1.51424,1.1939224684724300
241,5322.0,MN,56007,4.0,1.0,0.0,4.0,Y,FREEBORN,1.2513300000000000,1.1939224684724300
242,5323.0,MN,56007,4.0,1.0,0.0,7.0,Y,FREEBORN,1.2513300000000000,2.272125885509340
243,5324.0,MN,56007,4.0,1.0,0.0,4.0,Y,FREEBORN,1.2513300000000000,1.4586150226995200
244,5325.0,MN,56007,4.0,1.0,0.0,2.0,Y,FREEBORN,1.2513300000000000,2.2082744135228000
245,5326.0,MN,56009,4.0,1.0,0.0,4.0,Y,FREEBORN,1.2513300000000000,1.856297990365630
246,5327.0,MN,56026,4.0,1.0,0.0,4.0,Y,FREEBORN,1.2513300000000000,3.487375077903210
247,5328.0,MN,56036,4.0,1.0,0.0,4.0,Y,FREEBORN,1.2513300000000000,2.587764035227710
248,5329.0,MN,56045,4.0,1.0,1.0,1.0,N,FREEBORN,1.2513300000000000,0.8329091229351040
249,5330.0,MN,57006,4.0,2.0,1.0,3.0,Y,FREEBORN,1.2513300000000000,1.7404661748405000
250,5331.0,MN,55009,4.0,1.0,0.0,2.0,Y,GOODHUE,1.21727,2.667228206581960
251,5332.0,MN,55009,4.0,1.0,1.0,3.0,N,GOODHUE,1.21727,1.9459101490553100
252,5333.0,MN,55009,4.0,1.0,0.0,4.0,Y,GOODHUE,1.21727,2.0412203288596400
253,5334.0,MN,55041,4.0,1.0,1.0,3.0,Y,GOODHUE,1.21727,2.2925347571405400
254,5335.0,MN,55066,4.0,1.0,0.0,4.0,Y,GOODHUE,1.21727,0.9932517730102830
255,5336.0,MN,55066,4.0,1.0,0.0,4.0,Y,GOODHUE,1.21727,3.775057150354990
256,5337.0,MN,55066,4.0,1.0,0.0,2.0,Y,GOODHUE,1.21727,1.6094379124341000
257,5338.0,MN,55066,4.0,1.0,0.0,4.0,Y,GOODHUE,1.21727,1.6094379124341000
258,5339.0,MN,55946,4.0,1.0,0.0,4.0,Y,GOODHUE,1.21727,1.2809338454620600
259,5340.0,MN,55963,4.0,1.0,0.0,2.0,Y,GOODHUE,1.21727,1.5892352051165800
